Location,Lat,Lon,LWE_Depth_Median,LWE_Depth_SD,Date
,,,,,
1,48.19009503,-68.24736701,24.6159989847481,155.999914421076,2002-04-17
1,48.19009503,-68.24736701,-30.9453178400299,72.235172318689,2002-05-10
1,48.19009503,-68.24736701,-194.247100047399,51.8949045179687,2002-08-16
1,48.19009503,-68.24736701,-195.98882026628,66.3568436173377,2002-09-16
1,48.19009503,-68.24736701,-171.080687947623,39.4160424585306,2002-10-16
1,48.19009503,-68.24736701,-157.244023850155,37.4173729510039,2002-11-16
1,48.19009503,-68.24736701,-51.3355677350901,39.9056371142743,2002-12-16
1,48.19009503,-68.24736701,-8.43738816450968,48.8796673617469,2003-01-16
1,48.19009503,-68.24736701,9.97152010604736,35.0141547714776,2003-02-15
1,48.19009503,-68.24736701,46.7143626350151,29.4447546436946,2003-03-16
1,48.19009503,-68.24736701,28.2418463320053,28.150620403593,2003-04-16
1,48.19009503,-68.24736701,-36.7188610662151,30.4740531456244,2003-05-11
1,48.19009503,-68.24736701,-178.038376150301,21.2499298447319,2003-07-16
1,48.19009503,-68.24736701,-136.199612050275,21.3071417547049,2003-08-16
1,48.19009503,-68.24736701,-181.961004593754,21.1716069786835,2003-09-16
1,48.19009503,-68.24736701,-124.034121521672,21.4908887509545,2003-10-16
1,48.19009503,-68.24736701,-37.2620288055833,21.2292100180005,2003-11-16
1,48.19009503,-68.24736701,34.7557397392883,21.1687034727028,2003-12-16
1,48.19009503,-68.24736701,68.7107899503472,26.5377950701752,2004-01-07
1,48.19009503,-68.24736701,42.5857396227198,22.2999387629076,2004-02-17
1,48.19009503,-68.24736701,36.6413602053837,20.7494689954295,2004-03-16
1,48.19009503,-68.24736701,94.2831918068787,20.8132117744872,2004-04-16
1,48.19009503,-68.24736701,-0.937797176461575,21.7139740998095,2004-05-16
1,48.19009503,-68.24736701,-88.8150182711769,21.8184159837471,2004-06-16
1,48.19009503,-68.24736701,-77.6113965993444,19.7928848800498,2004-07-16
1,48.19009503,-68.24736701,-90.2054576443648,21.2625209896568,2004-08-16
1,48.19009503,-68.24736701,-125.783647366029,22.7283243428679,2004-09-16
1,48.19009503,-68.24736701,-151.606065007906,19.9976674704177,2004-10-16
1,48.19009503,-68.24736701,-92.3798204918413,22.0822602198983,2004-11-16
1,48.19009503,-68.24736701,15.2459691537787,22.3247337634746,2004-12-16
1,48.19009503,-68.24736701,41.2990374225753,20.7761330498396,2005-01-16
1,48.19009503,-68.24736701,71.5853623805665,22.1008097249801,2005-02-15
1,48.19009503,-68.24736701,98.9605412391216,22.4134419739891,2005-03-16
1,48.19009503,-68.24736701,74.0063801084706,22.2745977783688,2005-04-16
1,48.19009503,-68.24736701,-35.9973460328925,22.7281033685977,2005-05-16
1,48.19009503,-68.24736701,-85.9450989135239,23.4809318129004,2005-06-16
1,48.19009503,-68.24736701,-134.457615081178,22.2576399134812,2005-07-16
1,48.19009503,-68.24736701,-171.917311380009,21.9369128820034,2005-08-16
1,48.19009503,-68.24736701,-126.958870847714,21.7694465815982,2005-09-16
1,48.19009503,-68.24736701,-94.5205855410662,21.5186568680185,2005-10-16
1,48.19009503,-68.24736701,-45.4125542634608,21.2465523791155,2005-11-16
1,48.19009503,-68.24736701,30.885132483504,27.8432518052671,2005-12-16
1,48.19009503,-68.24736701,104.817288774383,23.0893814126084,2006-01-16
1,48.19009503,-68.24736701,123.500291450069,23.0994283776274,2006-02-15
1,48.19009503,-68.24736701,145.488084927341,21.8221148207719,2006-03-16
1,48.19009503,-68.24736701,87.1963654520254,21.9907081028434,2006-04-16
1,48.19009503,-68.24736701,-26.1841535704794,21.4874167170701,2006-05-16
1,48.19009503,-68.24736701,-57.9809797608476,23.8679458455499,2006-06-16
1,48.19009503,-68.24736701,-119.89878018745,23.5295449168928,2006-07-16
1,48.19009503,-68.24736701,-102.820294930503,21.3061592213469,2006-08-16
1,48.19009503,-68.24736701,-150.0999852187,23.0984422191262,2006-09-16
1,48.19009503,-68.24736701,-53.6384516586074,22.410822102314,2006-10-16
1,48.19009503,-68.24736701,-8.84395719667402,21.5874867084429,2006-11-16
1,48.19009503,-68.24736701,48.2111258843793,22.5961730707017,2006-12-16
1,48.19009503,-68.24736701,36.5642279579191,22.9582456399008,2007-01-16
1,48.19009503,-68.24736701,27.6132525062137,22.470230100711,2007-02-15
1,48.19009503,-68.24736701,46.1645897086286,21.2836047903728,2007-03-16
1,48.19009503,-68.24736701,81.0300227709901,21.7069288303579,2007-04-16
1,48.19009503,-68.24736701,-38.098171474963,21.1294598818154,2007-05-16
1,48.19009503,-68.24736701,-116.363610046441,21.6207536439712,2007-06-16
1,48.19009503,-68.24736701,-131.158774408896,21.3677528631947,2007-07-16
1,48.19009503,-68.24736701,-136.110192011428,23.6770191046303,2007-08-16
1,48.19009503,-68.24736701,-101.295798127474,23.3998280713722,2007-09-16
1,48.19009503,-68.24736701,-86.466528654234,23.9808109050356,2007-10-16
1,48.19009503,-68.24736701,-14.1076738487348,24.803808557203,2007-11-16
1,48.19009503,-68.24736701,50.1496228209103,23.0840869010585,2007-12-16
1,48.19009503,-68.24736701,110.347735818922,22.8016241512646,2008-01-16
1,48.19009503,-68.24736701,164.025052840101,25.1001807271293,2008-02-15
1,48.19009503,-68.24736701,226.293097918853,22.6772510666502,2008-03-16
1,48.19009503,-68.24736701,196.653219708666,24.966103720878,2008-04-16
1,48.19009503,-68.24736701,12.9486626286733,23.5734365626886,2008-05-16
1,48.19009503,-68.24736701,-50.9067347455004,22.2263143106859,2008-06-16
1,48.19009503,-68.24736701,-46.9370610430362,23.0296486109758,2008-07-16
1,48.19009503,-68.24736701,-13.2012961877898,22.3065241297715,2008-08-16
1,48.19009503,-68.24736701,-58.6906460744685,22.300316439501,2008-09-16
1,48.19009503,-68.24736701,-33.5127173366163,21.953619278666,2008-10-16
1,48.19009503,-68.24736701,-4.85814090337731,24.1809830127407,2008-11-16
1,48.19009503,-68.24736701,100.065278738485,23.5994305000896,2008-12-16
1,48.19009503,-68.24736701,122.006515583353,23.6380088299967,2009-01-16
1,48.19009503,-68.24736701,145.279937165012,24.5456481645153,2009-02-15
1,48.19009503,-68.24736701,194.61823217968,24.4836063716987,2009-03-16
1,48.19009503,-68.24736701,141.496123320298,22.1623747704592,2009-04-16
1,48.19009503,-68.24736701,33.4817748791887,22.0719069260581,2009-05-16
1,48.19009503,-68.24736701,-43.4727061719292,22.3807071555852,2009-06-16
1,48.19009503,-68.24736701,-14.6709533814436,25.3873046004946,2009-07-16
1,48.19009503,-68.24736701,-39.5354467199584,24.2618088077289,2009-08-16
1,48.19009503,-68.24736701,-47.9087922317424,23.3619628789378,2009-09-16
1,48.19009503,-68.24736701,-37.160241352396,24.6797773657375,2009-10-16
1,48.19009503,-68.24736701,-10.7757612455844,24.8767027057072,2009-11-16
1,48.19009503,-68.24736701,95.092425698804,25.0240750892017,2009-12-16
1,48.19009503,-68.24736701,90.8473861477183,24.9525480344202,2010-01-16
1,48.19009503,-68.24736701,72.322975872116,25.8949631258262,2010-02-15
1,48.19009503,-68.24736701,41.9601689674846,27.7320310576422,2010-03-16
1,48.19009503,-68.24736701,-23.616124164684,24.3921708830706,2010-04-16
1,48.19009503,-68.24736701,-65.8267097124192,24.2386287649866,2010-05-16
1,48.19009503,-68.24736701,-93.4295771518765,29.6612238042873,2010-06-16
1,48.19009503,-68.24736701,-85.3698152973025,22.9655834251756,2010-07-16
1,48.19009503,-68.24736701,-127.017958818262,20.831615937067,2010-08-16
1,48.19009503,-68.24736701,-87.7659222636252,21.0816427541938,2010-09-16
1,48.19009503,-68.24736701,-12.6738195338293,22.3701361219016,2010-10-16
1,48.19009503,-68.24736701,16.63367883335,22.9881077583343,2010-11-16
1,48.19009503,-68.24736701,64.5966751978732,24.0757774312902,2010-12-14
1,48.19009503,-68.24736701,130.105253241238,28.8299591999769,2011-02-18
1,48.19009503,-68.24736701,185.196881112433,25.5663020515672,2011-03-16
1,48.19009503,-68.24736701,152.006740409139,23.8884921702893,2011-04-16
1,48.19009503,-68.24736701,101.475055693108,22.8401942885279,2011-05-16
1,48.19009503,-68.24736701,-53.2334413455081,24.8163460569308,2011-07-18
1,48.19009503,-68.24736701,-27.5553202972189,23.0200875846422,2011-08-16
1,48.19009503,-68.24736701,-17.0232082672195,22.1192041619509,2011-09-16
1,48.19009503,-68.24736701,-38.178377531398,21.0052407871274,2011-10-16
1,48.19009503,-68.24736701,5.52221775844933,21.8135481692394,2011-11-01
1,48.19009503,-68.24736701,114.733623559632,20.8067427180328,2012-01-01
1,48.19009503,-68.24736701,107.546403489005,19.7747750105014,2012-01-16
1,48.19009503,-68.24736701,165.908789733882,21.8529121852982,2012-02-15
1,48.19009503,-68.24736701,168.11213085274,19.7792119986234,2012-03-16
1,48.19009503,-68.24736701,113.924535435169,23.9136597385646,2012-04-04
1,48.19009503,-68.24736701,-28.3550831804752,21.8510560332845,2012-06-16
1,48.19009503,-68.24736701,-39.0837660620876,20.5975384649869,2012-07-16
1,48.19009503,-68.24736701,-59.1584592873673,19.9313372098107,2012-08-16
1,48.19009503,-68.24736701,-44.2261589666117,23.0893752064088,2012-09-13
1,48.19009503,-68.24736701,52.7960223700552,23.3197169476824,2012-11-18
1,48.19009503,-68.24736701,83.7853787798046,21.0313307809798,2012-12-16
1,48.19009503,-68.24736701,143.506921295924,20.4633705988634,2013-01-16
1,48.19009503,-68.24736701,190.353045274657,22.8202264877423,2013-02-14
1,48.19009503,-68.24736701,178.95525778683,24.1663515367819,2013-04-21
1,48.19009503,-68.24736701,60.0024587845548,20.6438146997908,2013-05-16
1,48.19009503,-68.24736701,29.9065728195879,21.4642970211348,2013-06-16
