HYBAS_ID,FID,non_cropla,irr_cropla,no_irr_cro,ACOF,BEAN,CNUT,COWP,MAIZ,OILP,ORTS,PMIL,RCOF,SESA,SOYB,SUNF,TEMF,VEGE,BANA,CASS,COCO,GROU,OCER,OOIL,PIGE,POTA,REST,SMIL,SUGB,SWPO,TOBA,WHEA,BARL,CHIC,COTT,LENT,OFIB,OPUL,PLNT,RAPESEED,RICE,SORG,SUGC,TEAS,TROF,YAMS,totMapspam,waterUse_nonIrr,waterUse_irr,growDaysAvg,SUB_AREA,UP_AREA,pre_mm_syr,pre_mm_uyr,pet_mm_syr,pet_mm_uyr,ari_ix_sav,ari_ix_uav,swc_pc_syr,swc_pc_uyr,crp_pc_sse,crp_pc_use,ire_pc_sse,ire_pc_use,X,Y,Location,currentPrecip_avg,currentPrecip_var,trendLow_Precip_avg,trendMed_Precip_avg,trendHigh_Precip_avg,trendLow_Precip_var,trendMed_Precip_var,trendHigh_Precip_var,currentPET_avg,currentPET_var,trendLow_PET_avg,trendMed_PET_avg,trendHigh_PET_avg,currentStreamflow_avg,currentStreamflow_var,trendLow_Streamflow_avg,trendMed_Streamflow_avg,trendHigh_Streamflow_avg,currentAridityIndex_A,currentDeficit_A,currentRatio_A,trendLow_Deficit_A,trendMed_Deficit_A,trendHigh_Deficit_A,currentAridityIndex_B,currentDeficit_B,currentRatio_B,trendLow_Deficit_B,trendMed_Deficit_B,trendHigh_Deficit_B,currentDeficit_C,currentRatio_C,trendLow_Deficit_C,trendMed_Deficit_C,trendHigh_Deficit_C,currentDeficit_D,currentRatio_D,trendLow_Deficit_D,trendMed_Deficit_D,trendHigh_Deficit_D,recentHistoricSlope,rescaledRecentHistoricSlope,streamflowRechargeScalar,thisFrcAreaUnderCult,thisFrcCultAreaWthIrr,initialSoilMoisture,thisWplant,runoffRatio,rechScalar,effectiveIrrigationRatio
4120153970,218792,0.449934980494148,0.044646727351539,0.505418292154313,0,0.034611147850082,0,0,0.819737696809263,0,0,0,0,0,0.21495343962803,0,0,0,0,0,0,0,15.664276733138,0,0,23.5392233181176,1e-04,0,0,0,0,41.8102660382931,0,0,0,0,0,0,0,12.5146624492482,0,0,0,0,0,0,94.5978308230842,563.203897650613,563.203897650613,124.694314885769,126.7,291.6,367,369,742,740,50,50,48,48,11,11,6,5,119.957258554221,49.1717735435971,1,367,66.2391702302121,2.01830803726651,5.19317066606016,8.02074837366342,7.6929219113786,4.53308848324466,,742,182.948490200358,4.37292491909045,11.4000103504574,18.1440359997143,2.23542548231486,1.96433200846945,,,,0.494661289836171,-265.2283383132,0.34703167971705,,1.63870526906654,2.72116447079956,0.430675391131803,-289.859515667991,0.286391935841125,,1.53835728065898,2.55453085710135,75.3579022276456,1.18552437929738,,,10.1395520068951,-175.621344524049,0.567636041197509,1.07462151423963,3.19278722484764,11.1563242747315,1.63854226104119,27.299961866107,0.0212067923683101,0.569238360716027,0.0600199468804185,111.223125,580.269538953324,0.1169075,0.941192,0.83731364375
4120504720,228943,0.837344028520499,0.014705882352941,0.14795008912656,0,0.107929188707236,0,0,3.78002462224822,0,0,0.608274766740553,0,0,0.96678218008472,0,0.065371063904367,0.34053359719014,0,0,0,0,0,0,0,1.2281450285695,0.044181447434153,0,0,0.069919932702641,0,36.798982462166,0,0,0,0.009118843695886,0,0.279690272205472,0,0,0.003041373879023,0.223438061273828,0,0,0,0,44.5254328408017,535.332260852712,535.332260852712,133.284939585298,146.2,2223.9,402,375,1058,1029,38,36,36,35,15,7,24,4,109.560231435893,38.4923519313172,2,402,111.28968102417,3.71131469024704,,12.9253770329586,5.15320682406884,8.82716475807105,,1058,317.178980717323,6.24353110900587,16.1820108688672,17.6084885709976,0.41757530243239,0.313584031923732,0.00811702688126148,,0.0377417267556974,0.379975740579949,-251.449072318931,0.374137450322772,1.72603365377256,,6.50387922653575,0.309836823687011,-273.460193123743,0.319351262165036,1.57176921968913,,5.92259435643155,-181.734894146904,0.547657650246424,,,12.7057662963796,-222.578673424606,0.445996540100136,2.59951265960882,,9.43659162522459,-12.255876060951,-244.001118539943,0.0132518298336037,0.200787485240328,0.0502287699920716,100.510991219971,573.948641983564,0.170569161760742,0.86812553324672,0.820692549788062
7120367230,440002,0.288881643299641,0.589175089664167,0.121943267036192,0,0,0,0,30.2009454691725,0,0,0,0,0,0,0,10.2520614708345,0,0,0,0,0,0.052099181501507,0,0,6.79593145119736,1e-04,0,0,0,0,208.391705372961,2.92507198020394,0,0,0,0,0,0,0.8284955241925,0,0,0,0,0,0,259.446410450063,543.042677875323,543.042677875323,137.087731139424,178.9,178.9,196,196,1084,1084,18,18,19,19,87,87,8,8,-119.161256878178,46.7457650916602,3,196,29.2088742458436,,1.05097300525702,3.43196832267661,,1.70816519137958,,1084,202.67202934693,,9.27048117004676,13.8993908138639,34.5766492725784,14.5664049105053,,0.288445972989716,0.507282394280701,0.180833437935265,-340.473843867666,0.18915468124499,,,1.44012259497242,0.163733622215167,-350.118246395581,0.16618634231735,,,1.36393594195082,-54.1317822270507,0.871084070024099,,2.0901048114544,6.33584873365729,-139.922982472247,0.666770598190332,,1.4892722574063,3.72057725289685,-2.21457271552925,-3.38289901170637,0.0126910140049055,0.779663923309109,0.65463754840621,93.1595545027725,599.856957023632,0.214440581214252,0.817072806887547,0.808443610895906
7120284040,447783,0.270893371757925,0.729106628242075,0,0,0.156572910833955,0,0,0.042346364537363,0,0,0,0,0,0,0,0,0.051560639328378,0,0,0,0,0,0.324118064847515,0,0.169404476398286,1e-04,0,0.090223197776529,0,0,42.0136630777747,12.5113927074868,0,0,0,0.077340958031351,5.1875798630422,0,8.21639579613207,0,0,0,0,0,0,68.8406980561891,532.723719596065,532.723719596065,127.680451730687,118.2,350.7,357,359,870,869,41,41,38,38,58,59,66,42,-112.073381931312,49.794598445188,4,357,72.0213892603123,,,,,10.0455396263129,,870,192.707819287856,2.89694694260197,12.9786526182774,21.3976548570469,2.34405742552782,1.25175863607725,,-0.0276137162126544,,0.410385168564411,-224.225199968541,0.398709495263972,,,,0.355052054163246,-246.627498516296,0.338634671368544,,,,-118.035424534104,0.683471884494694,,,,-163.977318061514,0.560272420957585,,,,3.84633108888682,5.27540271874991,0.0472481627744181,0.729106628242075,0.729106628242075,120,532.723719596065,0.08,1,0.85
7120275280,447842,0.556281407035176,0.443718592964824,0,0,0.052151588942933,0,0,0.044742879759315,0,0,0,0,0,0,0,0,0.039144711968999,0,0,0,0,0,0.395126966355405,0,0.158451444607664,1e-04,0,0.078289423937999,0,0,29.4598806328762,9.29637552236393,0,0,0,0.057779141726967,6.98918741211189,0,5.64325805280223,0,0,0,0,0,0,52.2144877774535,521.947959038527,521.947959038527,126.22709851684,109.5,20804.5,337,513,864,707,39,77,37,64,49,25,34,2,-112.085868118643,50.3015858982123,5,337,67.4092935920778,,,,,8.7376610756393,,864,186.706652780692,3.13796473535149,13.0756228342343,21.4495226506857,2.74752216818271,1.64563784845684,,-0.0359272532270158,-0.0429270890523701,0.390088551151576,-225.540769561662,0.382694972182046,,,,0.336855607323641,-246.679294218651,0.32483883567611,,,,-56.4005270394141,0.845631772115178,,,,-133.440225953449,0.634774136160302,,,,3.0231731695527,6.81326682605875,0.0497933144123318,0.443718592964824,0.443718592964824,120,521.947959038527,0.08,1,0.85
7120466690,441452,0.541518807665011,0.415188076650106,0.043293115684883,0,0,0,0,25.8828864810256,0,0,0,0,0,0,0,0.058501785426442,0,0,0,0,0,0.28930936100679,0,0,4.39630068818519,1e-04,0,0,0,0,10.395561865664,1.87853527187876,0,0,0,0,0,0,0.378690389376074,0,0,0,0,0,0,43.2798858425628,594.813439716079,594.813439716079,130.648651409919,93.5,8808.7,195,316,1234,1090,16,30,16,29,12,2,30,2,-115.924603571915,42.9215731841174,6,195,31.8490383502387,1.46984181242084,,2.71719769183647,,3.29116151086934,,1234,319.380495886708,,11.5639772804209,18.3473470338266,5.89819763502884,4.70905458494274,,,,0.158035776836194,-340.132362914288,0.207124456671086,0.515449046616084,,1.32561166144346,0.139900032648427,-350.313730707001,0.183390879979611,0.486690294819645,,1.25165103041659,-47.7575497794348,0.888673359673896,,,,-206.778130618299,0.517983760034515,,,,-1.58997337966945,-3.66905099890444,0.0527079069506461,0.476965936213626,0.433347309738733,111.223125,612.836881752916,0.1169075,0.941192,0.83731364375
7120476940,442005,0.137755102040816,0.821428571428571,0.040816326530612,0,0,0,0,0,0,0,0,0,0,0,0,0.038766136624536,0,0,0,0,0,0.142036879013593,0,0,4.03669814610093,1e-04,0,0,0,0,11.2741477753226,3.77848989135539,0,0,0,0,0,0,0.195297216150225,0,0,0,0,0,0,19.4655360445673,546.942256695337,546.942256695337,132.570058644732,36.1,51899.1,257,423,1104,943,23,48,22,44,69,19,72,13,-113.845001672163,42.5330881072756,7,257,41.1362131214952,1.60876939108016,,,,,,1104,239.030946955435,,12.903603147403,21.1095015935707,5.36962100838185,4.3163703918641,,,,0.232819355917216,-248.646366725534,0.350554668296451,0.410012179047996,,1.23091564435392,0.20690685100731,-264.694707378999,0.308637627415311,0.386799900762223,,1.16122904004523,-42.3982596871876,0.889258981786798,,,,-158.213125668944,0.586759391528358,,,,-2.50813495498953,-3.05338168433508,0.0751585539616815,0.862244897959183,0.821428571428571,120,546.942256695337,0.08,1,0.85
7120961060,444101,0.344592166726554,0,0.655407833273446,0,6.94812427575135,0,0,15.7529590139503,0,0,0,0,0,16.9489498084019,5.20415857493679,0.053690816667053,0.336946973728935,0,0,0,0,26.9112167529245,7.43495467324149,0,3.73419016673646,1e-04,0,0,0,0,113.29148189529,19.7501951173113,0,0,0,0.986767076649649,0,0,132.856391326118,0,0,0,0,0,0,350.210126471708,589.76089134714,589.76089134714,118.409118180408,151.9,146356.7,473,420,780,790,61,54,56,50,76,66,1,0,-98.1900783216956,49.9528968936211,8,473,90.7676953125462,,,,,,,780,195.662352672817,3.13100570787281,12.4426867071954,26.3687239775755,9.13297071663262,6.42510007879988,,,,0.606497942195051,-280.581069865747,0.384723087392597,,,,0.523061142867443,-306.493366153749,0.327900873170237,,,,23.4499285985793,1.05142256986867,,,,-142.234364892159,0.688098983515187,,,,-0.0718906947428331,-1.39345872174464,0.00379154414375644,0.722544863296204,0.0515915495887992,93.1595545027725,651.462929284285,0.214440581214252,0.817072806887547,0.808443610895906
7120962040,444026,0.298661954052007,0,0.701338045947993,0,4.30447750929643,0,0,0.64337613493513,0,0,0,0,0,17.4143684636328,4.50642880988539,0,0.31791784198777,0,0,0,0,22.4489639435268,7.63969922381658,0,3.24047943425144,1e-04,0,0,0,0,93.9896677003638,16.482292606754,0,0,0,0.818844434305698,0,0,119.284863917557,0,0,0,0,0,0,291.091480020313,591.949154679638,591.949154679638,117.826458203825,215.6,215.6,461,461,800,800,58,58,53,53,48,48,22,22,-99.3177133240874,49.899450425676,9,461,93.7986520663157,,,,,,,800,185.543200232757,3.01300616983347,12.7890451387994,26.8472359246052,7.015757402198,4.5979586802255,,,,0.576368054436573,-279.570281051338,0.383097977205911,,,,0.490317274256598,-305.017231400926,0.326946532619001,,,,77.0220505643447,1.16995747407131,,,,-114.315457441953,0.747750595423186,3.02809014211436,7.51310226668176,,1.00081992598071,21.534419538535,0.00531581516462949,0.762729511877289,0.0464753611858346,95.5482610284846,647.406072651077,0.19945422557488,0.83374776213015,0.812506141603926
7120419530,475100,0.438694792353329,0.064271588661833,0.497033618984838,0,0,0,0,137.450879722309,0,0,0,0,0,88.543299420548,0,0.935356430908687,4.12429334458585,0,0,0,0,10.569411085445,0,0,1.99669168872528,0.110932665682726,0,0,0,0,2.23512906462296,0.659957814601418,0,0,0,0,0,0,0,0,0,0,0,0,0,246.625951237429,601.132647783066,601.132647783066,134.080671065179,183.9,183.9,804,804,951,951,85,85,77,77,51,51,6,6,-91.7779798115615,44.8756402930947,10,804,130.147657776305,6.65764497064376,,,,,,951,200.530378186689,,15.1311661615021,29.9315753901112,9.71968656012761,4.44976047607827,,,,0.845451419443743,-149.154200913635,0.666082721848904,,2.32074043889989,2.96090501749821,0.751288755828035,-190.163659071739,0.574273261822133,,2.19351497365112,2.7985850475031,67.468458153629,1.15104424662337,,,,-7.52218243934216,0.983159799251276,,7.70104971898378,,3.44853991563425,36.1369161204127,0.00282329329714543,0.599965710034731,0.0954298342488132,103.088196123047,638.114418805858,0.156652840742187,0.885842380864,0.824816632952826
