location,numRuns,meanVal,streamflowRechargeScalar,thisFrcAreaUnderCult,thisFrcCultAreaWthIrr,thisWplant,runoffRatio,initialSoilMoisture,effectiveIrrigationRatio,recentHistoricSlope,rescaledRecentHistoricSlope,rechScalar
,,,,,,,,,,,,
1,1,558.262081464384,0.0375137255940585,0.550065019505852,0.044646727351539,563.203897650613,0.08,120,0.85,1.63854226104119,36.7001650118642,1
1,2,345.721218992507,0.0310739608710389,0.556440182054617,0.0497583441699179,568.835936627119,0.092,117,0.84575,1.63854226104119,32.9299997493043,0.98
1,3,190.619426748707,0.0256967573273175,0.562831282509753,0.0548827400303426,574.52429599339,0.1043,114.075,0.84152125,1.63854226104119,29.8553290184729,0.9604
1,4,75.3579022276456,0.0212067923683101,0.569238360716027,0.0600199468804185,580.269538953324,0.1169075,111.223125,0.83731364375,1.63854226104119,27.299961866107,0.941192
2,1,338.750262399151,0.0506627246802701,0.162655971479501,0.014705882352941,535.332260852712,0.08,120,0.85,-12.255876060951,-833.399572144678,1
2,2,136.639594545956,0.0420533751080255,0.1680626114082,0.0197426470588234,540.685583461239,0.092,117,0.84575,-12.255876060951,-620.7818042046,0.98
2,3,22.4491927574389,0.0348645682152013,0.17348276793672,0.0247920036764704,546.092439295852,0.1043,114.075,0.84152125,-12.255876060951,-494.347944639215,0.9604
2,4,-49.5480413414842,0.0288619144596931,0.178916474856562,0.0298539836856616,551.55336368881,0.1169075,111.223125,0.83731364375,-12.255876060951,-410.527324929078,0.941192
2,5,-98.5202953138455,0.0238496985738437,0.184363766043703,0.0349286186448757,557.068897325698,0.1298301875,108.442546875,0.83312707553125,-12.255876060951,-350.883502882214,0.92236816
2,6,-133.841248651413,0.0196644983091595,0.189824675458813,0.0400159401914879,562.639586298955,0.1430759421875,105.731483203125,0.828961440153594,-12.255876060951,-306.274849530039,0.9039207968
2,7,-160.591634349015,0.0161698560881482,0.19529923714746,0.0451159800419666,568.265982161945,0.156652840742187,103.088196123047,0.824816632952826,-12.255876060951,-271.652661641189,0.885842380864
2,8,-181.734894146904,0.0132518298336037,0.200787485240328,0.0502287699920716,573.948641983564,0.170569161760742,100.510991219971,0.820692549788062,-12.255876060951,-244.001118539943,0.86812553324672
3,1,1743.24058928781,0.084705661881309,0.711118356700359,0.589175089664167,543.042677875323,0.08,120,0.85,-2.21457271552925,-3.75876841091766,1
3,2,1376.00946923218,0.070479227670893,0.71789615259211,0.595648027388327,548.473104654076,0.092,117,0.84575,-2.21457271552925,-3.71792168143198,0.98
3,3,1073.45377121732,0.0586001551051957,0.72469089297359,0.602137147456798,553.957835700617,0.1043,114.075,0.84152125,-2.21457271552925,-3.67785433083273,0.9604
3,4,823.986752542874,0.0486811295128384,0.731502620206024,0.60864249032544,559.497414057623,0.1169075,111.223125,0.83731364375,-2.21457271552925,-3.6385443848081,0.941192
3,5,618.099308176444,0.0403987431432201,0.738331376756539,0.615164096551254,565.092388198199,0.1298301875,108.442546875,0.83312707553125,-2.21457271552925,-3.59997068740623,0.92236816
3,6,447.986466771599,0.0334829505245887,0.74517720519843,0.621702006792632,570.743312080181,0.1430759421875,105.731483203125,0.828961440153594,-2.21457271552925,-3.56211286329002,0.9039207968
3,7,307.241211256368,0.0277082636880316,0.752040148211426,0.628256261809613,576.450745200983,0.156652840742187,103.088196123047,0.824816632952826,-2.21457271552925,-3.52495128206196,0.885842380864
3,8,190.603453284409,0.0228864001795064,0.758920248581955,0.634826902464137,582.215252652993,0.170569161760742,100.510991219971,0.820692549788062,-2.21457271552925,-3.48846702452777,0.86812553324672
3,9,93.7541980158485,0.0188601441498878,0.76581754920341,0.641413969720298,588.037405179523,0.184833390804761,97.9982164394714,0.816589087039121,-2.21457271552925,-3.45264185077691,0.850763022581785
3,10,13.1467412030253,0.0154982203651563,0.772732093076418,0.648017504644598,593.917779231318,0.19945422557488,95.5482610284846,0.812506141603926,-2.21457271552925,-3.41745816996691,0.83374776213015
3,11,-54.1317822270507,0.0126910140049055,0.779663923309109,0.65463754840621,599.856957023632,0.214440581214252,93.1595545027725,0.808443610895906,-2.21457271552925,-3.38289901170637,0.817072806887547
4,1,-118.035424534104,0.0472481627744181,0.729106628242075,0.729106628242075,532.723719596065,0.08,120,0.85,3.84633108888682,5.27540271874991,1
5,1,-56.4005270394141,0.0497933144123318,0.443718592964824,0.443718592964824,521.947959038527,0.08,120,0.85,3.0231731695527,6.81326682605875,1
6,1,193.00731260659,0.091622350108883,0.458481192334989,0.415188076650106,594.813439716079,0.08,120,0.85,-1.58997337966945,-3.82952562727224,1
6,2,97.4356537841898,0.0762546623409173,0.464627395315826,0.421226046841731,600.76157411324,0.092,117,0.84575,-1.58997337966945,-3.77463215200188,0.98
6,3,18.1774175698932,0.0634226430546659,0.470788963804116,0.427279111958836,606.769189854372,0.1043,114.075,0.84152125,-1.58997337966945,-3.7211586880068,0.9604
6,4,-47.7575497794348,0.0527079069506461,0.476965936213626,0.433347309738733,612.836881752916,0.1169075,111.223125,0.83731364375,-1.58997337966945,-3.66905099890444,0.941192
7,1,-42.3982596871876,0.0751585539616815,0.862244897959183,0.821428571428571,546.942256695337,0.08,120,0.85,-2.50813495498953,-3.05338168433508,1
8,1,119829.443459129,0.0306925272925126,0.655407833273446,0.001,589.76089134714,0.08,120,0.85,-0.0718906947428331,-5.75125557942665,1
8,2,16267.7745192236,0.025378260289248,0.66204635285663,0.0060025,595.658500260612,0.092,117,0.84575,-0.0718906947428331,-5.75125557942665,0.98
8,3,7169.7274708732,0.0209408473415221,0.668701468738771,0.01101750625,601.615085263218,0.1043,114.075,0.84152125,-0.0718906947428331,-5.75125557942665,0.9604
8,4,3942.26592451891,0.0172356075301709,0.675373222410618,0.016045050015625,607.63123611585,0.1169075,111.223125,0.83731364375,-0.0718906947428331,-4.48055286040395,0.941192
8,5,2367.694569354,0.0141417322876927,0.682061655466645,0.0210851626406641,613.707548477009,0.1298301875,108.442546875,0.83312707553125,-0.0718906947428331,-3.40953949314991,0.92236816
8,6,1475.94887203528,0.0115583464602234,0.688766809605311,0.0261378755472657,619.844623961779,0.1430759421875,105.731483203125,0.828961440153594,-0.0718906947428331,-2.75044138965432,0.9039207968
8,7,925.140401166891,0.00940121929428657,0.695488726629324,0.0312032202361339,626.043070201396,0.156652840742187,103.088196123047,0.824816632952826,-0.0718906947428331,-2.30395113705548,0.885842380864
8,8,564.991101191728,0.00760001811072928,0.702227448445898,0.0362812282867242,632.30350090341,0.170569161760742,100.510991219971,0.820692549788062,-0.0718906947428331,-1.98148458962562,0.86812553324672
8,9,319.749587093581,0.00609601512245895,0.708983017067012,0.041371931357441,638.626535912444,0.184833390804761,97.9982164394714,0.816589087039121,-0.0718906947428331,-1.7376683269079,0.850763022581785
8,10,147.502785837477,0.00484017262725322,0.71575547460968,0.0464753611858346,645.012801271569,0.19945422557488,95.5482610284846,0.812506141603926,-0.0718906947428331,-1.54685607402541,0.83374776213015
8,11,23.4499285985793,0.00379154414375644,0.722544863296204,0.0515915495887992,651.462929284285,0.214440581214252,93.1595545027725,0.808443610895906,-0.0718906947428331,-1.39345872174464,0.817072806887547
9,1,99270.2022715655,0.0331030010508629,0.701338045947993,0.001,591.949154679638,0.08,120,0.85,1.00081992598071,80.0655940784568,1
9,2,13450.5149107251,0.0273910058774706,0.708091391062863,0.0060025,597.868646226434,0.092,117,0.84575,1.00081992598071,80.0655940784568,0.98
9,3,5909.15590497526,0.0226214899076879,0.71486161954052,0.01101750625,603.847332688699,0.1043,114.075,0.84152125,1.00081992598071,80.0655940784568,0.9604
9,4,3232.61618334936,0.0186389440729194,0.721648773589371,0.016045050015625,609.885806015586,0.1169075,111.223125,0.83731364375,1.00081992598071,62.3756189607444,0.941192
9,5,1925.84608260013,0.0153135183008877,0.728452895523345,0.0210851626406641,615.984664075742,0.1298301875,108.442546875,0.83312707553125,1.00081992598071,47.4656014296312,0.92236816
9,6,1184.97913500526,0.0125367877812412,0.735274027762153,0.0261378755472657,622.144510716499,0.1430759421875,105.731483203125,0.828961440153594,1.00081992598071,38.2900256821142,0.9039207968
9,7,726.694880662015,0.0102182177973364,0.742112212831558,0.0312032202361339,628.365955823664,0.156652840742187,103.088196123047,0.824816632952826,1.00081992598071,32.074251260187,0.885842380864
9,8,426.454140256979,0.00828221186077592,0.748967493363637,0.0362812282867242,634.649615381901,0.170569161760742,100.510991219971,0.820692549788062,1.00081992598071,27.5850618416611,0.86812553324672
9,9,221.476244684567,0.00666564690374789,0.755839912097046,0.041371931357441,640.99611153572,0.184833390804761,97.9982164394714,0.816589087039121,1.00081992598071,24.1907953809052,0.850763022581785
9,10,77.0220505643447,0.00531581516462949,0.762729511877289,0.0464753611858346,647.406072651077,0.19945422557488,95.5482610284846,0.812506141603926,1.00081992598071,21.534419538535,0.83374776213015
10,1,678.681698280714,0.0112850033603523,0.561305207646671,0.064271588661833,601.132647783066,0.08,120,0.85,3.44853991563425,53.6557441232525,1
10,2,502.989773963555,0.00917297780589418,0.567708470665788,0.0694322676334876,607.143974260897,0.092,117,0.84575,3.44853991563425,49.6676838186832,0.98
10,3,368.677075682752,0.00740943646792164,0.574127741842452,0.0746058483025713,613.215414003506,0.1043,114.075,0.84152125,3.44853991563425,46.2234529074498,0.9604
10,4,264.798041579968,0.00593687945071457,0.580563061197058,0.0797923629233277,619.347568143541,0.1169075,111.223125,0.83731364375,3.44853991563425,43.2189220783942,0.941192
10,5,183.512165590411,0.00470729434134667,0.587014468850051,0.084991843830636,625.541043824976,0.1298301875,108.442546875,0.83312707553125,3.44853991563425,40.574951197743,0.92236816
10,6,119.128288424884,0.00368059077502447,0.593482005022176,0.0902043234402126,631.796454263226,0.1430759421875,105.731483203125,0.828961440153594,3.44853991563425,38.2303173962603,0.9039207968
10,7,67.468458153629,0.00282329329714543,0.599965710034731,0.0954298342488132,638.114418805858,0.156652840742187,103.088196123047,0.824816632952826,3.44853991563425,36.1369161204127,0.885842380864
11,1,97.5953666545429,0.00930467378019029,0.643363249881908,0.230514879546528,596.238011652799,0.08,120,0.85,12.1610155802522,52.7558811135121,1
