HYBAS_ID,FID,non_cropla,irr_cropla,no_irr_cro,ACOF,BEAN,CNUT,COWP,MAIZ,OILP,ORTS,PMIL,RCOF,SESA,SOYB,SUNF,TEMF,VEGE,BANA,CASS,COCO,GROU,OCER,OOIL,PIGE,POTA,REST,SMIL,SUGB,SWPO,TOBA,WHEA,BARL,CHIC,COTT,LENT,OFIB,OPUL,PLNT,RAPESEED,RICE,SORG,SUGC,TEAS,TROF,YAMS,totMapspam,waterUse_nonIrr,waterUse_irr,growDaysAvg,SUB_AREA,UP_AREA,pre_mm_syr,pre_mm_uyr,pet_mm_syr,pet_mm_uyr,ari_ix_sav,ari_ix_uav,swc_pc_syr,swc_pc_uyr,crp_pc_sse,crp_pc_use,ire_pc_sse,ire_pc_use,X,Y
2120397650,145401,0.452457839971295,0.450304987441694,0.097237172587011,0,0.175055101901119,0,0,0.241252218378248,0,0,0,0,0,0,0,0.005698871612315,1.53547952778069,0,0,0,0,0.4622845730734,0.293038713420974,0,9.02838291799737,1e-04,0,11.7378654354444,0,0,15.4302495854477,7.46573592568919,0,0,0,0.41670050048826,0.142709763782148,0,0.486907256127773,0,0,0,0,0,0,47.4214603911436,578.933335242467,578.933335242467,146.618574610352,150.4,25520.1,770,915,730,736,106,125,84,87,31,24,23,1,5.9703462429314,51.2551978124166
7120404690,440754,0.008797653958944,0.598240469208211,0.392961876832845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504121597593824,0,0,0,0,0,0,0,0.615772698990112,1e-04,0,0,0,0,29.5537064947682,1.40748048249137,0.023683566198969,0,0,0,0.170860007314653,0,0.067667330268502,0,0,0,0,0,0,32.3433921776257,527.466223843585,527.466223843585,134.115281446069,18.3,729.8,434,521,1068,946,41,57,39,52,39,13,45,7,-117.925404943627,45.2962294817035
1121656750,27219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,852.84375,852.84375,184.3666667,1.1,2781.7,137,178,1567,1465,9,12,8,11,4,3,3,0,20.8581776628114,-33.1964218797778
6121323630,417934,0.308429884139033,0.635237714742309,0.056332401118658,0,0,0,0,0.017052371453285,0,0,0,0,0,0,0,110.978528533342,0.262977449123498,0,0,0,0,0,0,0,0,0.464847857041817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.72340621096,620.848923148867,620.848923148867,212.129142460657,173.2,173.2,198,198,1509,1509,13,13,11,11,52,52,64,64,-68.4732711082115,-33.1217564633315
7120449750,441134,0.208791208791209,0.740659340659341,0.050549450549451,0,0,0,0,2.26059895664434,0,0,0,0,0,0,0,0.029579651284811,0,0,0,0,0,0.011508503583292,0,0,0.767781621818115,1e-04,0,0,0,0,1.73613997361631,0.098644318108117,0,0,0,0,0,0,0.034525509769932,0,0,0,0,0,0,4.93887853482491,584.408632839963,584.408632839963,131.307441218464,26.4,94802.7,248,375,1196,1006,21,40,20,37,50,14,75,12,-116.927035153365,43.6052939701812
7121023000,439878,0.834619625137817,0.144799705990445,0.020580668871738,0,0,0,0,0.089923669345936,0,0,0,0,0,0,0,0,0.123209036204184,0,0,0,0,0.041624674353072,0,0,0.775895799589033,1e-04,0,0,0,0,23.6502796825482,0.020003588592118,0,0,0,0,0,0,0.04495464707073,0,0,0,0,0,0,24.7459910977033,528.202436318993,528.202436318993,134.446234019097,164.1,11492.5,271,335,1090,1035,25,33,25,32,14,4,16,4,-121.105197071302,44.3863725481266
6121318100,418085,0.657773217034377,0.252950230887635,0.089276552077989,0,0,0,0,0.005595568031437,0,0,0,0,0,0,0,13.5244878613368,0,0,0,0,0,0.162198722233059,0,0,0,0.488010145977821,0,0,0,0,0,0.037770084316428,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2180623818955,626.866813997498,626.866813997498,210.240792737332,134.9,271.5,109,116,1564,1540,7,8,6,6,10,14,22,12,-68.5810097241538,-31.6656784496088
1121626200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,78755.3,147,200,1801,1607,8,13,7,12,0,1,5,0,20.5215757938563,-28.7874886146312
7120993230,440453,0.110467222021007,0.799710249909453,0.08982252806954,0,0,0,0,25.1588150452828,0,0,0,0,0,0,0,8.02833077496294,0.337411615618576,0,0,0,0,0.017477435737156,0,0,5.68767170218185,1e-04,0,0,0,0,77.6359430653446,1.18506862184266,0,0,0,0,0,0,0.228969438385307,0,0,0,0,0,0,118.279787699356,556.944673601094,556.944673601094,138.565119551024,159.6,429.5,188,196,1061,1045,18,19,19,20,72,75,47,47,-119.788610814505,47.1053516171897
5120073120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.4,148.4,803,792,994,991,81,80,68,68,0,0,0,0,141.147962274568,-38.1040885451714
5120837720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,1558.6,1042,2087,831,770,126,282,89,97,0,0,10,1,171.201751302147,-43.7704191924817
4121099420,257348,0.242801556420233,0.469260700389105,0.287937743190661,0,0,0,0,4.61605263723974,0,0.135001524521191,0,0,0,0.284865397760262,0,0.054496141837496,0.899182702329054,0,7.69881100387282,0.002477144624457,0.028486383809446,0.788952098377479,0.187020000306379,0,0,1e-04,0,0,0,0.138716981113229,0,0,0,0.146147892821738,0,0.803814467768127,0,0,0,106.439362477863,0.053257309550053,14.6730400051011,0,0,0,136.949784168896,747.139172814865,747.139172814865,155.64630913495,104.8,419.1,1093,1096,1687,1687,65,65,55,55,65,69,12,4,102.742479139665,16.0806652441635
4121571620,257937,0.127325581395349,0.302325581395349,0.570348837209302,0,0,0,0,4.69003658250401,0,0.154589273692032,0,0.009973684160157,0,0.290478172828388,0,0.056101125148164,0.554775137402013,0,8.03240308909978,0.004986842080078,0.028674059457244,0.84650370406938,0.198223295310957,0,0,9.86139274183821,0,0,0,0.138382320735742,0,0,0,0.144615587302584,0,0.865201802997058,0,0,0,75.4644499125001,0.054854131381841,15.4614093145178,0,0,0,116.857050777025,810.89921079982,810.89921079982,169.331779472953,138.2,138.3,1496,1496,1638,1638,91,91,64,64,49,49,1,1,102.992584764489,17.3125660103262
7120702850,502577,0.072124756335283,0.805068226120858,0.12280701754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47449658150405,0,0.068049075696522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44392583939957,0,6.98647149660015,1199.29648155463,1199.29648155463,325.221468668386,33.7,455.1,58,65,1852,1853,3,3,3,3,95,67,100,97,-115.496971137749,32.9421030140988
