location,numRuns,meanVal_raw_C,meanVal_ratio_A,meanVal_ratio_B,streamflowRechargeScalar,thisFrcAreaUnderCult,thisFrcCultAreaWthIrr,thisWplant,runoffRatio,initialSoilMoisture,effectiveIrrigationRatio,recentHistoricSlope,rescaledRecentHistoricSlope,rechScalar
Nunhem,9,45.6473856678875,0.643991004613114,0.549432580208378,0,0.598941059186559,0.499742041293664,626.901844178935,0.184833390804761,97.9982164394714,0.816589087039121,-6.0828140900203,-12.171907879261,0.850763022581785
Nunhem,10,35.3398515636985,0.625637364530521,0.534190907152391,0,0.605438411834525,0.505991396396898,633.170862620724,0.19945422557488,95.5482610284846,0.812506141603926,-6.0828140900203,-12.0215761242884,0.83374776213015
Nunhem,11,24.8623964271078,0.607255956288432,0.518841231305089,0,0.611952007864112,0.51225637488789,639.502571246931,0.214440581214252,93.1595545027725,0.808443610895906,-6.0828140900203,-11.8745502998407,0.817072806887547
Nunhem,12,14.2100449422471,0.588843985466429,0.503383694888747,0,0.618481887883772,0.51853701582511,645.897596959401,0.229801595744608,90.8305656402032,0.804401392841427,-6.0828140900203,-11.7307229848214,0.800731350749796
Nunhem,13,3.37776381393602,0.570398669564288,0.487818353812525,0,0.625028092603481,0.524833358364672,652.356572928995,0.245546635638223,88.5598014991981,0.800379385877219,-6.0828140900203,-11.5899913621606,0.7847167237348
Nunhem,14,-7.6395421522901,0.551917235686811,0.47214517884052,0,0.63159066283499,0.531145441760584,658.880138658285,0.261685301529179,86.3458064617181,0.796377488947833,-6.0828140900203,-11.4522569747707,0.769022389260104
La Grande - OR - Oregon NE,1,-50.3937509308928,0.48945351345298,0.425224079125814,0.0479032459666002,0.991202346041056,0.598240469208211,527.466223843585,0.08,120,0.85,3.59779601010868,6.01396293846598,1
Laingsburg,1,6409.91343710913,0.11677632766038,0.104900670633438,0.120065438045332,0.01,0.001,852.84375,0.08,120,0.85,2.97117256539054,237.693805231243,1
Laingsburg,2,1085.75012758793,0.115479153523997,0.103693795398068,0.100554663971691,0.0124874375,0.00348749375,852.758465625,0.09108,119.925,0.847864375,2.97117256539054,237.693805231243,0.9996
Laingsburg,3,5311.06539111594,0.116972710034996,0.104946805016041,0.10110743729155,0.00995621890625,0.001,844.23088096875,0.0901692,122.923125,0.8499840359375,2.97117256539054,237.693805231243,1.019592
Laingsburg,4,826.688440367157,0.115644242307275,0.103710836662238,0.0846455836891364,0.0124436566798818,0.00348749375,844.146457880653,0.1013991957,122.846298046875,0.847848451047207,2.97117256539054,237.693805231243,1.0191841632
Mendoza,1,-292.511525168524,0.268377772705765,0.22910235547464,0.103899502277372,0.691570115860967,0.635237714742309,620.848923148867,0.08,120,0.85,-12.3278523454957,-19.406675736337,1
Parma - ID - Idaho Treasure Valley,1,160.961089021835,0.22760959317668,0.196617369084336,0.0794373433735651,0.791208791208792,0.740659340659341,584.408632839963,0.08,120,0.85,1.57963478841908,2.13274133154505,1
Parma - ID - Idaho Treasure Valley,2,85.6621734558116,0.222760892597497,0.192691755241626,0.0660801817169269,0.798186813186814,0.747510989010989,590.252719168363,0.092,117,0.84575,1.57963478841908,2.11319273113169,0.98
Parma - ID - Idaho Treasure Valley,3,22.6889457960676,0.217864832298418,0.188697489237314,0.0549269517336339,0.805182280219781,0.754379766483517,596.155246360046,0.1043,114.075,0.84152125,1.57963478841908,2.09395169197396,0.9604
Parma - ID - Idaho Treasure Valley,4,-30.160971114452,0.212921887501152,0.184635842050023,0.0456140046975843,0.812195235920331,0.761265715899726,602.116798823647,0.1169075,111.223125,0.83731364375,1.57963478841908,2.07501107094011,0.941192
Terrebonne - OR - Oregon Central,1,157.090140522634,0.250501452938407,0.212411973739833,0.0712075659243937,0.165380374862183,0.144799705990445,528.202436318993,0.08,120,0.85,-1.96986914459333,-13.6040963006052,1
Terrebonne - OR - Oregon Central,2,91.9127929313385,0.245294049464047,0.20832679870848,0.0592083175468687,0.170793825799338,0.150161705255421,533.484460682183,0.092,117,0.84575,-1.96986914459333,-13.1183189565052,0.98
Terrebonne - OR - Oregon Central,3,38.2671222845488,0.240016993987617,0.204147318744652,0.0491889451516354,0.176220810363837,0.15553710951856,538.819305289005,0.1043,114.075,0.84152125,-1.96986914459333,-12.664946331398,0.9604
Terrebonne - OR - Oregon Central,4,-6.22259103694716,0.234671246966426,0.19987543133337,0.0408227692016155,0.181661362389746,0.160925952292356,544.207498341895,0.1169075,111.223125,0.83731364375,-1.96986914459333,-12.2408419309189,0.941192
San Juan,1,-332.245072088052,0.128992315132935,0.110635423614663,0.130244613549801,0.342226782965624,0.252950230887635,626.866813997498,0.08,120,0.85,-8.34282541711031,-32.9820826327545,1
Upington,1,465743.504275361,0.221901620310217,0.194700462221546,0.12597296516792,0.01,0.001,650,0.08,0,0.85,0.767060593199295,61.3648474559436,1
Upington,2,111289.000387223,0.219143771211862,0.192280675951233,0.10551211304479,0.0124874375,0.00348749375,649.935,0.09108,0,0.847864375,0.767060593199295,61.3648474559436,0.9996
Upington,3,54045.0030207159,0.216344302701427,0.189824372062174,0.0883418774643613,0.0149748594535156,0.00597497195316406,649.8700065,0.10232343,0,0.845734115757812,0.767060593199295,61.3648474559436,0.99920016
Upington,4,31684.6044514778,0.213502596619456,0.187331008170176,0.0739330450211554,0.017462265860644,0.00846243460958936,649.80501949935,0.1137327005925,0,0.843609208791971,0.767060593199295,61.3648474559436,0.998800479936
