HYBAS_ID,FID,non_cropla,irr_cropla,no_irr_cro,ACOF,BEAN,CNUT,COWP,MAIZ,OILP,ORTS,PMIL,RCOF,SESA,SOYB,SUNF,TEMF,VEGE,BANA,CASS,COCO,GROU,OCER,OOIL,PIGE,POTA,REST,SMIL,SUGB,SWPO,TOBA,WHEA,BARL,CHIC,COTT,LENT,OFIB,OPUL,PLNT,RAPESEED,RICE,SORG,SUGC,TEAS,TROF,YAMS,totMapspam,waterUse_nonIrr,waterUse_irr,growDaysAvg,SUB_AREA,UP_AREA,pre_mm_syr,pre_mm_uyr,pet_mm_syr,pet_mm_uyr,ari_ix_sav,ari_ix_uav,swc_pc_syr,swc_pc_uyr,crp_pc_sse,crp_pc_use,ire_pc_sse,ire_pc_use,X,Y
6120882090,419865,0.761185983827493,0.177897574123989,0.060916442048518,0,0,0,0,0.396390645525104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005662723591883,0,0,0.642719119451517,0.509745115675134,0,0,0,0,1.09432134077634,0.513892147504972,0.860733969089931,0,0,1.52610398797185,0.240665745693567,0,0,0,0,0,0,0,0,5.79023479528029,576.224520807006,576.224520807006,132.945142433184,126.6,256.3,332,343,1340,1110,26,34,25,33,9,5,14,8,-70.511918321375,-32.7599556838353
6120890590,419715,0.595015576323987,0.183108341986847,0.221876081689166,0,0,0,0,1.18736599696043,0,0,0,0,0,0,0.241425640819653,0,0,0,0,0,0,0,0,0,1.67140231844477,2.70493983250404,0,0,0,0,4.38431134128146,0,0.022856539180926,0,0,0.385710989754868,2.03283166003184,0,0,0,0,0,0,0,0,12.630844318978,594.507279805984,594.507279805984,138.370008084225,204.3,204.4,440,440,1355,1355,32,32,33,33,23,22,36,36,-71.0775257527556,-33.5860338640443
6120890590,419715,0.595015576323987,0.183108341986847,0.221876081689166,0,0,0,0,1.18736599696043,0,0,0,0,0,0,0.241425640819653,0,0,0,0,0,0,0,0,0,1.67140231844477,2.70493983250404,0,0,0,0,4.38431134128146,0,0.022856539180926,0,0,0.385710989754868,2.03283166003184,0,0,0,0,0,0,0,0,12.630844318978,594.507279805984,594.507279805984,138.370008084225,204.3,204.4,440,440,1355,1355,32,32,33,33,23,22,36,36,-71.0775257527556,-33.5860338640443
6120901060,419650,0.634615384615385,0.345512820512821,0.019871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,852.84375,852.84375,184.3666667,105.8,105.8,945,945,1250,1250,76,76,58,58,22,22,33,33,-70.9233684954801,-34.7740591932411
6120901060,419650,0.634615384615385,0.345512820512821,0.019871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,852.84375,852.84375,184.3666667,105.8,105.8,945,945,1250,1250,76,76,58,58,22,22,33,33,-70.9233684954801,-34.7740591932411
6120896940,419596,0.428211586901763,0.445843828715365,0.125944584382872,0,0,0,0,2.18588989242678,0,0,0,0,0,0,0.305343291110395,0,0,0,0,0,0,0.625088398988059,0,0,0.380239008447708,0.979218137636898,0,0,0,0,10.678368295756,0,1.37564287809642,0,0,0.669737175643062,0.002880933415889,0,0,0,0,0,0,0,0,17.2024080115212,559.629102601697,559.629102601697,132.855275627548,139,6375.7,545,718,1330,1152,41,65,42,54,32,13,33,20,-71.3536405112996,-34.290929520575
6120896940,419596,0.428211586901763,0.445843828715365,0.125944584382872,0,0,0,0,2.18588989242678,0,0,0,0,0,0,0.305343291110395,0,0,0,0,0,0,0.625088398988059,0,0,0.380239008447708,0.979218137636898,0,0,0,0,10.678368295756,0,1.37564287809642,0,0,0.669737175643062,0.002880933415889,0,0,0,0,0,0,0,0,17.2024080115212,559.629102601697,559.629102601697,132.855275627548,139,6375.7,545,718,1330,1152,41,65,42,54,32,13,33,20,-71.3536405112996,-34.290929520575
6120896940,419596,0.428211586901763,0.445843828715365,0.125944584382872,0,0,0,0,2.18588989242678,0,0,0,0,0,0,0.305343291110395,0,0,0,0,0,0,0.625088398988059,0,0,0.380239008447708,0.979218137636898,0,0,0,0,10.678368295756,0,1.37564287809642,0,0,0.669737175643062,0.002880933415889,0,0,0,0,0,0,0,0,17.2024080115212,559.629102601697,559.629102601697,132.855275627548,139,6375.7,545,718,1330,1152,41,65,42,54,32,13,33,20,-71.3536405112996,-34.290929520575
6120896940,419596,0.428211586901763,0.445843828715365,0.125944584382872,0,0,0,0,2.18588989242678,0,0,0,0,0,0,0.305343291110395,0,0,0,0,0,0,0.625088398988059,0,0,0.380239008447708,0.979218137636898,0,0,0,0,10.678368295756,0,1.37564287809642,0,0,0.669737175643062,0.002880933415889,0,0,0,0,0,0,0,0,17.2024080115212,559.629102601697,559.629102601697,132.855275627548,139,6375.7,545,718,1330,1152,41,65,42,54,32,13,33,20,-71.3536405112996,-34.290929520575
6120895660,419594,0.626519337016575,0.209576427255985,0.16390423572744,0,0,0,0,1.00605192406056,0,0,0,0,0,0,0.047425941075778,0,0,0,0,0,0,0.064692947253949,0,0,0.145095088043726,0.574865609034232,0,0,0,0,1.36257769135992,0,0.260209415549973,0,0,0.091983706213335,0,0,0,0,0,0,0,0,0,3.55290232259147,608.954656142696,608.954656142696,137.516586062531,197.7,987.6,474,599,1317,1269,36,48,37,45,24,15,32,27,-71.3124681150547,-34.0872682839672
