location,numRuns,meanVal,streamflowRechargeScalar,thisFrcAreaUnderCult,thisFrcCultAreaWthIrr,thisWplant,runoffRatio,initialSoilMoisture,effectiveIrrigationRatio,recentHistoricSlope,rescaledRecentHistoricSlope,rechScalar,,,,,,,,
16,18,96.69143239,0,0.959021997,0.802836635,1010.026632,0.330376765,78.02965971,0.780568998,-17.06080481,-21.25065558,0.418120335,,,,,,,,
16,19,76.88917142,0,0.966419552,0.809843727,1020.126899,0.348636184,76.07891821,0.776666153,-17.06080481,-21.06678641,0.397214318,,,,,,,,
16,20,56.27718727,0,0.973835601,0.816868336,1030.328168,0.367352089,74.17694526,0.772782822,-17.06080481,-20.88562387,0.377353603,,,,,,,,
17,1,858.9326728,0,0.572718154,0.174523571,805.9532594,0.08,120,0.85,3.156482368,18.08628116,1,,,,,,,,
17,2,851.0136349,0,0.57914995,0.17995988,814.012792,0.092,117,0.84575,3.156482368,17.53992265,0.95,,,,,,,,
17,3,841.8869278,0,0.585597825,0.185409779,822.1529199,0.1043,114.075,0.84152125,3.156482368,17.02435751,0.9025,,,,,,,,
17,4,831.5822911,0,0.592061819,0.190873304,830.3744491,0.1169075,111.223125,0.837313644,3.156482368,16.53705524,0.857375,,,,,,,,
17,5,820.1271547,0,0.598541974,0.196350487,838.6781936,0.129830188,108.4425469,0.833127076,3.156482368,16.07575523,0.81450625,,,,,,,,
17,6,807.5467363,0,0.605038329,0.201841363,847.0649755,0.143075942,105.7314832,0.82896144,3.156482368,15.63843167,0.773780938,,,,,,,,
17,7,793.8641341,0,0.611550925,0.207345967,855.5356253,0.156652841,103.0881961,0.824816633,3.156482368,15.2232639,0.735091891,,,,,,,,
17,8,779.1004141,0,0.618079802,0.212864332,864.0909816,0.170569162,100.5109912,0.82069255,3.156482368,14.828611,0.698337296,,,,,,,,
17,9,763.2746929,0,0.624625001,0.218396492,872.7318914,0.184833391,97.99821644,0.816589087,3.156482368,14.45299022,0.663420431,,,,,,,,
17,10,746.4042154,0,0.631186564,0.223942484,881.4592103,0.199454226,95.54826103,0.812506142,3.156482368,14.09505832,0.63024941,,,,,,,,
17,11,728.5044285,0,0.63776453,0.22950234,890.2738024,0.214440581,93.1595545,0.808443611,3.156482368,13.75359559,0.598736939,,,,,,,,
17,12,709.5890504,0,0.644358942,0.235076096,899.1765404,0.229801596,90.83056564,0.804401393,3.156482368,13.42749189,0.568800092,,,,,,,,
17,13,689.6701357,0,0.650969839,0.240663786,908.1683058,0.245546636,88.5598015,0.800379386,3.156482368,13.1157347,0.540360088,,,,,,,,
17,14,668.7581373,0,0.657597264,0.246265445,917.2499889,0.261685302,86.34580646,0.796377489,3.156482368,12.81739857,0.513342083,,,,,,,,
17,15,646.861964,0,0.664241257,0.251881109,926.4224888,0.278227434,84.1871613,0.792395602,3.156482368,12.53163598,0.487674979,,,,,,,,
17,16,623.9890348,0,0.67090186,0.257510812,935.6867136,0.29518312,82.08248227,0.788433623,3.156482368,12.25766929,0.46329123,,,,,,,,
17,17,600.1453303,0,0.677579115,0.263154589,945.0435808,0.312562698,80.03042021,0.784491455,3.156482368,11.99478368,0.440126669,,,,,,,,
17,18,575.33544,0,0.684273062,0.268812475,954.4940166,0.330376765,78.02965971,0.780568998,3.156482368,11.74232098,0.418120335,,,,,,,,
17,19,549.5626078,0,0.690983745,0.274484506,964.0389568,0.348636184,76.07891821,0.776666153,3.156482368,11.49967409,0.397214318,,,,,,,,
17,20,522.8287734,0,0.697711204,0.280170718,973.6793463,0.367352089,74.17694526,0.772782822,3.156482368,11.26628219,0.377353603,,,,,,,,
18,1,514.8177579,0.012535193,0.806500762,0.618080244,575.2137166,0.08,120,0.85,-15.69502296,-25.39318012,1,,,,,,,,
18,2,502.7973747,0.010216886,0.813517014,0.624625444,580.9658538,0.092,117,0.84575,-15.69502296,-25.12709512,0.95,,,,,,,,
18,3,491.4768544,0.0082811,0.820550806,0.631187008,586.7755123,0.1043,114.075,0.84152125,-15.69502296,-24.86588405,0.9025,,,,,,,,
18,4,480.6166087,0.006664718,0.827602183,0.637764976,592.6432674,0.1169075,111.223125,0.837313644,-15.69502296,-24.609415,0.857375,,,,,,,,
18,5,470.0217974,0.00531504,0.834671189,0.644359388,598.5697001,0.129830188,108.4425469,0.833127076,-15.69502296,-24.35756078,0.81450625,,,,,,,,
18,6,459.5341171,0.004188058,0.841757867,0.650970286,604.5553971,0.143075942,105.7314832,0.82896144,-15.69502296,-24.11019871,0.773780938,,,,,,,,
18,7,449.0250733,0.003247029,0.848862261,0.657597712,610.6009511,0.156652841,103.0881961,0.824816633,-15.69502296,-23.86721041,0.735091891,,,,,,,,
18,8,438.3904673,0.002461269,0.855984417,0.664241706,616.7069606,0.170569162,100.5109912,0.82069255,-15.69502296,-23.62848163,0.698337296,,,,,,,,
18,9,427.5458799,0.001805159,0.863124378,0.670902311,622.8740302,0.184833391,97.99821644,0.816589087,-15.69502296,-23.39390207,0.663420431,,,,,,,,
18,10,416.4229716,0.001257308,0.870282189,0.677579566,629.1027705,0.199454226,95.54826103,0.812506142,-15.69502296,-23.16336521,0.63024941,,,,,,,,
18,11,404.966452,0.000799852,0.877457894,0.684273515,635.3937982,0.214440581,93.1595545,0.808443611,-15.69502296,-22.93676813,0.598736939,,,,,,,,
18,12,393.1315973,0.000417877,0.884651539,0.690984199,641.7477362,0.229801596,90.83056564,0.804401393,-15.69502296,-22.71401137,0.568800092,,,,,,,,
18,13,380.8822183,9.89E-05,0.891863168,0.69771166,648.1652135,0.245546636,88.5598015,0.800379386,-15.69502296,-22.49499882,0.540360088,,,,,,,,
18,14,368.6350326,0,0.899092826,0.704455939,654.6468657,0.261685302,86.34580646,0.796377489,-15.69502296,-22.27963751,0.513342083,,,,,,,,
18,15,356.0516853,0,0.906340558,0.711217079,661.1933343,0.278227434,84.1871613,0.792395602,-15.69502296,-22.06783755,0.487674979,,,,,,,,
18,16,342.869614,0,0.913606409,0.717995121,667.8052677,0.29518312,82.08248227,0.788433623,-15.69502296,-21.85951198,0.46329123,,,,,,,,
18,17,329.0928877,0,0.920890425,0.724790109,674.4833204,0.312562698,80.03042021,0.784491455,-15.69502296,-21.65457663,0.440126669,,,,,,,,
18,18,314.7247531,0,0.928192652,0.731602084,681.2281536,0.330376765,78.02965971,0.780568998,-15.69502296,-21.45295003,0.418120335,,,,,,,,
18,19,299.767661,0,0.935513133,0.73843109,688.0404351,0.348636184,76.07891821,0.776666153,-15.69502296,-21.25455331,0.397214318,,,,,,,,
18,20,284.223291,0,0.942851916,0.745277167,694.9208394,0.367352089,74.17694526,0.772782822,-15.69502296,-21.05931007,0.377353603,,,,,,,,
19,1,-40.98021889,0.070191413,0.254220936,0.053063193,544.1131929,0.08,120,0.85,-1.139763974,-21.47937017,1,,,,,,,,
20,1,2333.899517,0.050299507,0.667605634,0.007746479,618.0691788,0.08,120,0.85,1.93575925,154.86074,1,,,,,,,,
20,2,1098.910613,0.041750089,0.674274648,0.012765845,624.2498706,0.092,117,0.84575,1.93575925,151.6358094,0.95,,,,,,,,
20,3,586.4472363,0.034611324,0.680960335,0.01779776,630.4923693,0.1043,114.075,0.84152125,1.93575925,108.7642088,0.9025,,,,,,,,
20,4,315.5601982,0.028650456,0.687662735,0.022842254,636.797293,0.1169075,111.223125,0.837313644,1.93575925,84.7446685,0.857375,,,,,,,,
20,5,152.6313008,0.02367313,0.694381892,0.02789936,643.165266,0.129830188,108.4425469,0.833127076,1.93575925,69.38364427,0.81450625,,,,,,,,
21,1,132.2175478,0,0.797426318,0.736405147,581.9621207,0.08,120,0.85,-5.792174104,-7.86547205,1,,,,,,,,
21,2,127.9694757,0,0.804419884,0.74324616,587.7817419,0.092,117,0.84575,-5.792174104,-7.793076391,0.95,,,,,,,,
21,3,123.2829215,0,0.811430933,0.750104276,593.6595593,0.1043,114.075,0.84152125,-5.792174104,-7.721825207,0.9025,,,,,,,,
21,4,118.1693295,0,0.818459511,0.756979536,599.5961549,0.1169075,111.223125,0.837313644,-5.792174104,-7.651691791,0.857375,,,,,,,,
21,5,112.6392905,0,0.82550566,0.763871985,605.5921164,0.129830188,108.4425469,0.833127076,-5.792174104,-7.582650256,0.81450625,,,,,,,,
21,6,106.7025796,0,0.832569424,0.770781665,611.6480376,0.143075942,105.7314832,0.82896144,-5.792174104,-7.514675512,0.773780938,,,,,,,,
21,7,100.3681914,0,0.839650847,0.777708619,617.764518,0.156652841,103.0881961,0.824816633,-5.792174104,-7.447743229,0.735091891,,,,,,,,
21,8,93.64437373,0,0.846749974,0.784652891,623.9421632,0.170569162,100.5109912,0.82069255,-5.792174104,-7.381829815,0.698337296,,,,,,,,
21,9,86.5386589,0,0.853866849,0.791614523,630.1815848,0.184833391,97.99821644,0.816589087,-5.792174104,-7.31691238,0.663420431,,,,,,,,
21,10,79.05789395,0,0.861001516,0.798593559,636.4834006,0.199454226,95.54826103,0.812506142,-5.792174104,-7.252968717,0.63024941,,,,,,,,
21,11,71.20826869,0,0.86815402,0.805590043,642.8482347,0.214440581,93.1595545,0.808443611,-5.792174104,-7.189977275,0.598736939,,,,,,,,
21,12,62.99534236,0,0.875324405,0.812604018,649.276717,0.229801596,90.83056564,0.804401393,-5.792174104,-7.127917131,0.568800092,,,,,,,,
21,13,54.42406877,0,0.882512716,0.819635528,655.7694842,0.245546636,88.5598015,0.800379386,-5.792174104,-7.066767975,0.540360088,,,,,,,,
21,14,45.49881991,0,0.889718998,0.826684617,662.327179,0.261685302,86.34580646,0.796377489,-5.792174104,-7.00651008,0.513342083,,,,,,,,
21,15,36.22340833,0,0.896943296,0.833751329,668.9504508,0.278227434,84.1871613,0.792395602,-5.792174104,-6.947124285,0.487674979,,,,,,,,
21,16,26.60110803,0,0.904185654,0.840835707,675.6399553,0.29518312,82.08248227,0.788433623,-5.792174104,-6.888591974,0.46329123,,,,,,,,
21,17,16.63467428,0,0.911446118,0.847937796,682.3963549,0.312562698,80.03042021,0.784491455,-5.792174104,-6.830895059,0.440126669,,,,,,,,
21,18,6.326362125,0,0.918724733,0.855057641,689.2203184,0.330376765,78.02965971,0.780568998,-5.792174104,-6.774015957,0.418120335,,,,,,,,
21,19,-4.322056181,0,0.926021545,0.862195285,696.1125216,0.348636184,76.07891821,0.776666153,-5.792174104,-6.717937577,0.397214318,,,,,,,,
22,1,153.3683702,0,0.755119953,0.162668227,567.8998144,0.08,120,0.85,-7.849033643,-48.25179315,1,,,,,,,,
22,2,149.0934334,0,0.762007753,0.168074898,573.5788125,0.092,117,0.84575,-7.849033643,-46.69961877,0.95,,,,,,,,
22,3,144.36292,0,0.768912772,0.173495085,579.3146007,0.1043,114.075,0.84152125,-7.849033643,-45.24066863,0.9025,,,,,,,,
22,4,139.188279,0,0.775835054,0.178928823,585.1077467,0.1169075,111.223125,0.837313644,-7.849033643,-43.86679312,0.857375,,,,,,,,
22,5,133.5800907,0,0.782774642,0.184376145,590.9588241,0.129830188,108.4425469,0.833127076,-7.849033643,-42.57076565,0.81450625,,,,,,,,
22,6,127.548105,0,0.789731579,0.189837085,596.8684124,0.143075942,105.7314832,0.82896144,-7.849033643,-41.34615554,0.773780938,,,,,,,,
22,7,121.1012765,0,0.796705908,0.195311678,602.8370965,0.156652841,103.0881961,0.824816633,-7.849033643,-40.18722145,0.735091891,,,,,,,,
22,8,114.2477984,0,0.803697672,0.200799957,608.8654675,0.170569162,100.5109912,0.82069255,-7.849033643,-39.08882136,0.698337296,,,,,,,,
22,9,106.9951341,0,0.810706917,0.206301957,614.9541221,0.184833391,97.99821644,0.816589087,-7.849033643,-38.04633638,0.663420431,,,,,,,,
22,10,99.35004728,0,0.817733684,0.211817712,621.1036634,0.199454226,95.54826103,0.812506142,-7.849033643,-37.05560589,0.63024941,,,,,,,,
22,11,91.31863022,0,0.824778018,0.217347256,627.3147,0.214440581,93.1595545,0.808443611,-7.849033643,-36.11287204,0.598736939,,,,,,,,
22,12,82.90633048,0,0.831839963,0.222890624,633.587847,0.229801596,90.83056564,0.804401393,-7.849033643,-35.21473223,0.568800092,,,,,,,,
22,13,74.11797609,0,0.838919563,0.228447851,639.9237255,0.245546636,88.5598015,0.800379386,-7.849033643,-34.35809801,0.540360088,,,,,,,,
22,14,64.95779926,0,0.846016862,0.23401897,646.3229627,0.261685302,86.34580646,0.796377489,-7.849033643,-33.54015973,0.513342083,,,,,,,,
22,15,55.42945871,0,0.853131904,0.239604018,652.7861924,0.278227434,84.1871613,0.792395602,-7.849033643,-32.75835572,0.487674979,,,,,,,,
22,16,45.53606068,0,0.860264734,0.245203028,659.3140543,0.29518312,82.08248227,0.788433623,-7.849033643,-32.01034553,0.46329123,,,,,,,,
22,17,35.28017867,0,0.867415396,0.250816035,665.9071948,0.312562698,80.03042021,0.784491455,-7.849033643,-31.29398658,0.440126669,,,,,,,,
22,18,24.663872,0,0.874583934,0.256443075,672.5662668,0.330376765,78.02965971,0.780568998,-7.849033643,-30.60731365,0.418120335,,,,,,,,
22,19,13.68870317,0,0.881770394,0.262084183,679.2919294,0.348636184,76.07891821,0.776666153,-7.849033643,-29.94852093,0.397214318,,,,,,,,
22,20,2.355754196,0,0.88897482,0.267739394,686.0848487,0.367352089,74.17694526,0.772782822,-7.849033643,-29.31594615,0.377353603,,,,,,,,
23,1,52.24975323,0.012965503,0.912462908,0.847181009,568.8343697,0.08,120,0.85,-6.514527549,-7.689652483,1,,,,,,,,
23,2,42.29942919,0.010576195,0.919744065,0.854298961,574.5227134,0.092,117,0.84575,-6.514527549,-7.625582897,0.95,,,,,,,,
23,3,32.93727704,0.008581123,0.927043425,0.861434709,580.2679405,0.1043,114.075,0.84152125,-6.514527549,-7.562415912,0.9025,,,,,,,,
23,4,24.00825847,0.006915238,0.934361034,0.868588296,586.0706199,0.1169075,111.223125,0.837313644,-6.514527549,-7.500132781,0.857375,,,,,,,,
23,5,15.38538605,0.005524224,0.941696937,0.875759766,591.9313261,0.129830188,108.4425469,0.833127076,-6.514527549,-7.438715273,0.81450625,,,,,,,,
23,6,6.964682028,0.004362727,0.949051179,0.882949166,597.8506394,0.143075942,105.7314832,0.82896144,-6.514527549,-7.378145653,0.773780938,,,,,,,,
23,7,-1.338966794,0.003392877,0.956423807,0.890156539,603.8291458,0.156652841,103.0881961,0.824816633,-6.514527549,-7.318406669,0.735091891,,,,,,,,
23,8,-9.595217198,0.002583052,0.963814866,0.89738193,609.8674372,0.170569162,100.5109912,0.82069255,-6.514527549,-7.259481533,0.698337296,,,,,,,,
24,1,88.89574871,0.002809725,0.785478548,0.749174917,555.1003865,0.08,120,0.85,-8.389302159,-11.1980553,1,,,,,,,,
24,2,86.21594876,0.00209612,0.792442244,0.756047855,560.6513904,0.092,117,0.84575,-8.389302159,-11.09625813,0.95,,,,,,,,
24,3,83.15578469,0.001500261,0.79942335,0.762937974,566.2579043,0.1043,114.075,0.84152125,-8.389302159,-10.99604744,0.9025,,,,,,,,
24,4,79.71356316,0.001002718,0.806421908,0.769845319,571.9204833,0.1169075,111.223125,0.837313644,-8.389302159,-10.89738672,0.857375,,,,,,,,
24,5,75.8894466,0.000587269,0.813437963,0.776769933,577.6396882,0.129830188,108.4425469,0.833127076,-8.389302159,-10.80024059,0.81450625,,,,,,,,
24,6,71.68499774,0.00024037,0.820471558,0.783711857,583.416085,0.143075942,105.7314832,0.82896144,-8.389302159,-10.70457475,0.773780938,,,,,,,,
24,7,67.13267552,0,0.827522737,0.790671137,589.2502459,0.156652841,103.0881961,0.824816633,-8.389302159,-10.61035589,0.735091891,,,,,,,,
24,8,62.32020375,0,0.834591544,0.797647815,595.1427484,0.170569162,100.5109912,0.82069255,-8.389302159,-10.51755173,0.698337296,,,,,,,,
24,9,57.10967941,0,0.841678022,0.804641935,601.0941758,0.184833391,97.99821644,0.816589087,-8.389302159,-10.42613093,0.663420431,,,,,,,,
24,10,51.5101129,0,0.848782218,0.811653539,607.1051176,0.199454226,95.54826103,0.812506142,-8.389302159,-10.33606305,0.63024941,,,,,,,,
24,11,45.52979228,0,0.855904173,0.818682673,613.1761688,0.214440581,93.1595545,0.808443611,-8.389302159,-10.24731857,0.598736939,,,,,,,,
24,12,39.17631398,0,0.863043934,0.82572938,619.3079305,0.229801596,90.83056564,0.804401393,-8.389302159,-10.15986879,0.568800092,,,,,,,,
24,13,32.45661174,0,0.870201543,0.832793703,625.5010098,0.245546636,88.5598015,0.800379386,-8.389302159,-10.07368587,0.540360088,,,,,,,,
24,14,25.37698401,0,0.877377047,0.839875688,631.7560199,0.261685302,86.34580646,0.796377489,-8.389302159,-9.988742718,0.513342083,,,,,,,,
24,15,17.94311978,0,0.88457049,0.846975377,638.0735801,0.278227434,84.1871613,0.792395602,-8.389302159,-9.905013048,0.487674979,,,,,,,,
24,16,10.16012297,0,0.891781916,0.854092815,644.4543159,0.29518312,82.08248227,0.788433623,-8.389302159,-9.822471292,0.46329123,,,,,,,,
24,17,2.032535428,0,0.899011371,0.861228047,650.898859,0.312562698,80.03042021,0.784491455,-8.389302159,-9.7410926,0.440126669,,,,,,,,
24,18,-6.435641429,0,0.906258899,0.868381117,657.4078476,0.330376765,78.02965971,0.780568998,-8.389302159,-9.66085281,0.418120335,,,,,,,,
25,1,12.3713353,0.00094246,0.724478983,0.158954433,562.1363576,0.08,120,0.85,-6.277320922,-39.4913234,1,,,,,,,,
25,2,6.508645703,0.000536954,0.73129018,0.164351819,567.7577211,0.092,117,0.84575,-6.277320922,-38.19441095,0.95,,,,,,,,
25,3,0.449113049,0.000198357,0.738118406,0.169762699,573.4352984,0.1043,114.075,0.84152125,-6.277320922,-36.97703306,0.9025,,,,,,,,
25,4,-5.744562668,0,0.744963702,0.175187105,579.1696513,0.1169075,111.223125,0.837313644,-6.277320922,-35.83209452,0.857375,,,,,,,,
25,5,-12.03167698,0,0.751826111,0.180625073,584.9613479,0.129830188,108.4425469,0.833127076,-6.277320922,-34.75331974,0.81450625,,,,,,,,
26,1,126.0629364,0,0.786214953,0.317367601,552.5748018,0.08,120,0.85,-3.839890235,-12.09918788,1,,,,,,,,
26,2,123.8041534,0,0.793180491,0.32316102,558.1005498,0.092,117,0.84575,-3.839890235,-11.88228157,0.95,,,,,,,,
26,3,121.0542026,0,0.800163442,0.328968923,563.6815553,0.1043,114.075,0.84152125,-3.839890235,-11.67250147,0.9025,,,,,,,,
26,4,117.8280272,0,0.80716385,0.334791345,569.3183708,0.1169075,111.223125,0.837313644,-3.839890235,-11.4695027,0.857375,,,,,,,,
26,5,114.1395646,0,0.81418176,0.340628323,575.0115546,0.129830188,108.4425469,0.833127076,-3.839890235,-11.27296226,0.81450625,,,,,,,,
26,6,110.0017916,0,0.821217215,0.346479894,580.7616701,0.143075942,105.7314832,0.82896144,-3.839890235,-11.08257737,0.773780938,,,,,,,,
26,7,105.4267678,0,0.828270258,0.352346094,586.5692868,0.156652841,103.0881961,0.824816633,-3.839890235,-10.89806387,0.735091891,,,,,,,,
26,8,100.4256764,0,0.835340933,0.358226959,592.4349797,0.170569162,100.5109912,0.82069255,-3.839890235,-10.71915482,0.698337296,,,,,,,,
26,9,95.00886278,0,0.842429286,0.364122527,598.3593295,0.184833391,97.99821644,0.816589087,-3.839890235,-10.54559923,0.663420431,,,,,,,,
26,10,89.18587101,0,0.849535359,0.370032833,604.3429228,0.199454226,95.54826103,0.812506142,-3.839890235,-10.37716087,0.63024941,,,,,,,,
26,11,82.96547854,0,0.856659197,0.375957915,610.386352,0.214440581,93.1595545,0.808443611,-3.839890235,-10.21361722,0.598736939,,,,,,,,
26,12,76.35572877,0,0.863800845,0.38189781,616.4902155,0.229801596,90.83056564,0.804401393,-3.839890235,-10.05475846,0.568800092,,,,,,,,
26,13,69.36396195,0,0.870960347,0.387852554,622.6551177,0.245546636,88.5598015,0.800379386,-3.839890235,-9.900386609,0.540360088,,,,,,,,
26,14,61.99684433,0,0.878137748,0.393822186,628.8816688,0.261685302,86.34580646,0.796377489,-3.839890235,-9.750314671,0.513342083,,,,,,,,
26,15,54.26039571,0,0.885333092,0.399806741,635.1704855,0.278227434,84.1871613,0.792395602,-3.839890235,-9.604365909,0.487674979,,,,,,,,
26,16,46.16001534,0,0.892546425,0.405806258,641.5221904,0.29518312,82.08248227,0.788433623,-3.839890235,-9.462373138,0.46329123,,,,,,,,
26,17,37.70050649,0,0.899777791,0.411820774,647.9374123,0.312562698,80.03042021,0.784491455,-3.839890235,-9.32417809,0.440126669,,,,,,,,
26,18,28.88609946,0,0.907027236,0.417850326,654.4167864,0.330376765,78.02965971,0.780568998,-3.839890235,-9.189630831,0.418120335,,,,,,,,
26,19,19.72047336,0,0.914294804,0.423894951,660.9609543,0.348636184,76.07891821,0.776666153,-3.839890235,-9.058589215,0.397214318,,,,,,,,
26,20,10.20677652,0,0.921580541,0.429954689,667.5705638,0.367352089,74.17694526,0.772782822,-3.839890235,-8.930918385,0.377353603,,,,,,,,
27,1,-14.57568279,0.017794213,0.963150289,0.490245665,566.8319296,0.08,120,0.85,-4.211491862,-8.59057441,1,,,,,,,,
28,1,-95.77608348,0.095990034,0.687609075,0.666666667,595.7280508,0.08,120,0.85,-5.599179115,-8.398768673,1,,,,,,,,
28,2,-92.34445226,0.096519984,0.683390052,0.6625,589.7707702,0.0792,120.6,0.852125,-5.599179115,-8.451591117,1.05,,,,,,,,
28,3,-89.10522648,0.097052584,0.679181577,0.65834375,583.8730625,0.078408,121.203,0.854255313,-5.599179115,-8.504947628,1.1025,,,,,,,,
28,4,-86.06538469,0.097587847,0.674983623,0.654197891,578.0343319,0.07762392,121.809015,0.856390951,-5.599179115,-8.558846177,1.157625,,,,,,,,
28,5,-83.23229795,0.098125786,0.670796164,0.650062396,572.2539886,0.076847681,122.4180601,0.858531928,-5.599179115,-8.613294893,1.21550625,,,,,,,,
28,6,-80.61374934,0.098666415,0.666619174,0.64593724,566.5314487,0.076079204,123.0301504,0.860678258,-5.599179115,-8.668302072,1.276281563,,,,,,,,
28,7,-78.21795442,0.099209747,0.662452626,0.641822397,560.8661342,0.075318412,123.6453011,0.862829954,-5.599179115,-8.723876173,1.340095641,,,,,,,,
28,8,-76.05358274,0.099755796,0.658296494,0.637717841,555.2574729,0.074565228,124.2635276,0.864987029,-5.599179115,-8.780025831,1.407100423,,,,,,,,
28,9,-74.12978043,0.100304575,0.654150753,0.633623546,549.7048982,0.073819576,124.8848453,0.867149496,-5.599179115,-8.836759853,1.477455444,,,,,,,,
28,10,-72.45619392,0.100856097,0.650015376,0.629539487,544.2078492,0.07308138,125.5092695,0.86931737,-5.599179115,-8.89408723,1.551328216,,,,,,,,
28,11,-71.04299485,0.101410378,0.645890338,0.625465639,538.7657707,0.072350566,126.1368158,0.871490663,-5.599179115,-8.952017136,1.628894627,,,,,,,,
28,12,-69.90090621,0.10196743,0.641775612,0.621401975,533.378113,0.07162706,126.7674999,0.87366939,-5.599179115,-9.010558937,1.710339358,,,,,,,,
28,13,-69.04122991,0.102527267,0.637671173,0.61734847,528.0443318,0.07091079,127.4013374,0.875853563,-5.599179115,-9.069722192,1.795856326,,,,,,,,
28,14,-68.47587553,0.103089903,0.633576995,0.613305098,522.7638885,0.070201682,128.0383441,0.878043197,-5.599179115,-9.129516662,1.885649142,,,,,,,,
28,15,-68.21739076,0.103655353,0.629493052,0.609271836,517.5362496,0.069499665,128.6785358,0.880238305,-5.599179115,-9.189952312,1.979931599,,,,,,,,
28,16,-68.27899313,0.10422363,0.62541932,0.605248656,512.3608871,0.068804668,129.3219285,0.882438901,-5.599179115,-9.251039319,2.078928179,,,,,,,,
28,17,-68.67460353,0.104794748,0.621355772,0.601235534,507.2372783,0.068116622,129.9685382,0.884644998,-5.599179115,-9.312788074,2.182874588,,,,,,,,
28,18,-69.41888129,0.105368721,0.617302382,0.597232446,502.1649055,0.067435455,130.6183808,0.886856611,-5.599179115,-9.375209194,2.292018318,,,,,,,,
28,19,-70.5272611,0.105945565,0.613259126,0.593239364,497.1432564,0.066761101,131.2714727,0.889073752,-5.599179115,-9.438313521,2.406619234,,,,,,,,
28,20,-72.01599171,0.106525293,0.609225978,0.589256266,492.1718239,0.06609349,131.9278301,0.891296437,-5.599179115,-9.502112132,2.526950195,,,,,,,,
29,1,6500.231204,0.054198067,0.5,0.001,551.2002735,0.08,120,0.85,-5.394437788,-431.5550231,1,,,,,,,,
29,2,689.0019131,0.045005386,0.50625,0.0060025,556.7122762,0.092,117,0.84575,-5.394437788,-431.5550231,0.95,,,,,,,,
29,3,173.3431616,0.037329497,0.512515625,0.011017506,562.279399,0.1043,114.075,0.84152125,-5.394437788,-431.5550231,0.9025,,,,,,,,
29,4,-13.25653359,0.03092013,0.518796914,0.01604505,567.9021929,0.1169075,111.223125,0.837313644,-5.394437788,-336.2057322,0.857375,,,,,,,,
29,5,-107.2467058,0.025568308,0.525093906,0.021085163,573.5812149,0.129830188,108.4425469,0.833127076,-5.394437788,-255.8404638,0.81450625,,,,,,,,
30,1,250.0403238,0.026386234,0.615871009,0.027189377,539.4281215,0.08,120,0.85,1.936414813,71.21953549,1,,,,,,,,
31,1,82.07774915,0.009894767,0.687928308,0.151818661,540.2153847,0.08,120,0.85,2.156897676,14.20706559,1,,,,,,,,
31,2,71.25804215,0.00801213,0.694648129,0.157198208,545.6175385,0.092,117,0.84575,2.156897676,13.72087957,0.95,,,,,,,,
31,3,60.63369423,0.006440129,0.701384749,0.162591203,551.0737139,0.1043,114.075,0.84152125,2.156897676,13.26577104,0.9025,,,,,,,,
31,4,50.1235054,0.005127507,0.708138211,0.167997681,556.5844511,0.1169075,111.223125,0.837313644,2.156897676,12.83885385,0.857375,,,,,,,,
31,5,39.66283974,0.004031469,0.714908556,0.173417675,562.1502956,0.129830188,108.4425469,0.833127076,2.156897676,12.43758844,0.81450625,,,,,,,,
32,1,155.9867137,0.009008476,0.998762759,0.754716981,560.0390838,0.08,120,0.85,1.717937777,2.276267555,1,,,,,,,,
32,2,147.2953222,0.007272077,1,0.761603774,565.6394746,0.092,117,0.84575,1.717937777,2.255684434,0.95,,,,,,,,
32,3,138.6507502,0.005822185,1,0.768507783,571.2958694,0.1043,114.075,0.84152125,1.717937777,2.235420142,0.9025,,,,,,,,
32,4,130.1239662,0.004611524,1,0.775429052,577.0088281,0.1169075,111.223125,0.837313644,1.717937777,2.215467388,0.857375,,,,,,,,
32,5,121.6332806,0.003600623,1,0.782367625,582.7789164,0.129830188,108.4425469,0.833127076,1.717937777,2.195819104,0.81450625,,,,,,,,
32,6,113.1124169,0.00275652,1,0.789323544,588.6067055,0.143075942,105.7314832,0.82896144,1.717937777,2.176468433,0.773780938,,,,,,,,
32,7,104.5076738,0.002051694,1,0.796296853,594.4927726,0.156652841,103.0881961,0.824816633,1.717937777,2.157408724,0.735091891,,,,,,,,
32,8,95.77559592,0.001463165,1,0.803287595,600.4377003,0.170569162,100.5109912,0.82069255,1.717937777,2.13863352,0.698337296,,,,,,,,
32,9,86.8810628,0.000971742,1,0.810295814,606.4420773,0.184833391,97.99821644,0.816589087,1.717937777,2.120136557,0.663420431,,,,,,,,
32,10,77.79572079,0.000561405,1,0.817321554,612.5064981,0.199454226,95.54826103,0.812506142,1.717937777,2.10191175,0.63024941,,,,,,,,
32,11,68.49669713,0.000218773,1,0.824364858,618.6315631,0.214440581,93.1595545,0.808443611,1.717937777,2.083953193,0.598736939,,,,,,,,
32,12,59.07543309,0,1,0.83142577,624.8178787,0.229801596,90.83056564,0.804401393,1.717937777,2.066255148,0.568800092,,,,,,,,
32,13,49.68049291,0,1,0.838504334,631.0660575,0.245546636,88.5598015,0.800379386,1.717937777,2.048812042,0.540360088,,,,,,,,
32,14,39.95363575,0,1,0.845600595,637.376718,0.261685302,86.34580646,0.796377489,1.717937777,2.031618458,0.513342083,,,,,,,,
